[2025-05-28 10:10:54] [ERROR] Failed to load Nifty S/R levels: "ENOENT: no such file or directory, open 'D:\\master controllers\\gemini strategy\\nifty_sr_levels.csv'"
[2025-05-28 10:10:54] [ERROR] Failed to load Bank Nifty S/R levels: "ENOENT: no such file or directory, open 'D:\\master controllers\\gemini strategy\\banknifty_sr_levels.csv'"
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for NIFTY29MAY2525000CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for NIFTY29MAY2525050CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for NIFTY29MAY2524950PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for NIFTY29MAY2525000PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for BANKNIFTY29MAY2555600CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for BANKNIFTY29MAY2555700CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for BANKNIFTY29MAY2555500PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for BANKNIFTY29MAY2555600PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for SENSEX25MAY82200CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for SENSEX25MAY82300CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for SENSEX25MAY82100PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for SENSEX25MAY82200PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for RELIANCE29MAY251430CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for RELIANCE29MAY251440CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for RELIANCE29MAY251420PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for RELIANCE29MAY251430PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for TCS29MAY253540CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for TCS29MAY253560CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for TCS29MAY253520PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for TCS29MAY253540PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for INFY29MAY251580CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for INFY29MAY251600CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for INFY29MAY251560PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for INFY29MAY251580PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for HDFCBANK29MAY251940CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for HDFCBANK29MAY251960CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for HDFCBANK29MAY251920PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for HDFCBANK29MAY251940PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for ICICIBANK29MAY251460CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for ICICIBANK29MAY251470CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for ICICIBANK29MAY251450PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for ICICIBANK29MAY251460PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for LT29MAY253640CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for LT29MAY253660CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for LT29MAY253620PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for LT29MAY253640PE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for HINDUNILVR29MAY252400CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for HINDUNILVR29MAY252420CE: {}
[2025-05-28 10:10:54] [ERROR] Failed to fetch historical data for HINDUNILVR29MAY252380PE: {}
